geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000260415,12,32.63,[32.63],0,9.1,[9.1],100,47.4,AC068987.1,,,,,,,,,,",9.1",,
ENSG00000260456,16,33.72285714,"[33.49, 33.93, 34.23, 34.65, 33.21, 35.62, 30.93]",0,24.94714286,"[45.69, 9.1, 38.39, 23.19, 26.25, 14.66, 17.35]",42.85714286,47.91,C16orf95,,,,,,,,,,",9.1,14.66,17.35",,
ENSG00000261052,16,2.937142857,"[4.98, 2.06, 7.22, 0.96, 0.96, 0.85, 3.53]",100,3.654285714,"[9.31, 5.51, 5.94, 0.0, 0.0, 1.43, 3.39]",100,56.19,SULT1A3,600641,"SULT1A3, STM","Sulfotransferase family 1A, phenol-preferring, member 3",SULT1A3,6818,ENSG00000261052,,,",4.98,2.06,7.22,0.96,0.96,0.85,3.53",",9.31,5.51,5.94,0,0,1.43,3.39",,
ENSG00000261086,15,21.02666667,"[0.22, 33.52, 29.34]",33.33333333,12.45333333,"[0.0, 16.79, 20.57]",66.66666667,45.68,RP11-379H8.1,,,,,,,,,",0.22",",0,16.79",,
ENSG00000261221,19,29.49,[29.49],0,12.12,[12.12],100,58.24,ZNF865,,,,,,,,,,",12.12",,
ENSG00000261247,15,10.90421053,"[14.02, 20.59, 4.4, 0.67, 0.41, 0.61, 1.1, 4.2, 20.91, 17.45, 19.74, 5.5, 15.68, 22.57, 4.06, 17.54, 9.6, 12.63, 15.5]",84.21052632,12.67578947,"[0.0, 2.19, 0.12, 0.04, 0.11, 0.43, 1.66, 4.49, 30.0, 10.52, 33.15, 8.9, 44.57, 26.79, 1.51, 40.81, 16.05, 11.54, 7.96]",73.68421053,53.07,GOLGA8T,,,,,,,,,",14.02,4.4,0.67,0.41,0.61,1.1,4.2,17.45,19.74,5.5,15.68,4.06,17.54,9.6,12.63,15.5",",0,2.19,0.12,0.04,0.11,0.43,1.66,4.49,10.52,8.9,1.51,16.05,11.54,7.96",,
ENSG00000261427,16,30.72,"[28.02, 33.42]",0,25.295,"[0.23, 50.36]",50,46.79,CTD-2349B8.1,,,,,,,,,,",0.23",,
ENSG00000261509,16,10.11,"[10.11, 10.11]",100,0,"[0.0, 0.0]",100,50.87,TP53TG3B,,,,,,,,,",10.11,10.11",",0,0",,
ENSG00000261514,17,27.69,"[24.04, 31.34]",0,19.165,"[14.13, 24.2]",50,63.99,RP11-527L4.2,,,,,,,,,,",14.13",,
ENSG00000261594,11,24.43,[24.43],0,5.93,[5.93],100,67.49,TPBGL,,,,,,,,,,",5.93",,
ENSG00000261652,15,32.965,"[31.92, 34.01]",0,23.15,"[16.58, 29.72]",50,42.35,C15orf65,,,,,,,,,,",16.58",,
ENSG00000261739,15,18.37684211,"[5.88, 6.76, 10.1, 18.12, 35.85, 18.26, 11.91, 13.49, 26.26, 20.54, 29.1, 24.49, 11.97, 14.26, 9.67, 31.65, 17.89, 20.49, 22.47]",57.89473684,25.94578947,"[3.21, 1.19, 4.82, 8.82, 15.68, 7.18, 7.82, 14.5, 39.29, 16.39, 73.17, 66.3, 17.27, 6.27, 19.73, 80.63, 38.68, 22.42, 49.6]",63.15789474,50.37,GOLGA8S,,,,,,,,,",5.88,6.76,10.1,18.12,18.26,11.91,13.49,11.97,14.26,9.67,17.89",",3.21,1.19,4.82,8.82,15.68,7.18,7.82,14.5,16.39,17.27,6.27,19.73",,
ENSG00000261740,16,23.88,"[33.86, 33.76, 25.64, 13.07, 13.07]",40,0.434,"[0.0, 0.0, 2.17, 0.0, 0.0]",100,43.95,RP11-345J4.5,,,,,,,,,",13.07,13.07",",0,0,2.17,0,0",,
ENSG00000261787,8,30.48,"[34.72, 26.24]",0,13.825,"[18.37, 9.28]",100,41.47,TCF24,,,,,,,,,,",18.37,9.28",,
ENSG00000261794,15,20.25263158,"[16.09, 29.96, 21.91, 6.94, 20.82, 24.81, 30.32, 22.97, 25.13, 32.72, 20.78, 10.14, 11.9, 24.68, 10.87, 24.04, 12.0, 17.33, 21.39]",36.84210526,32.75368421,"[29.3, 45.13, 15.8, 1.54, 16.89, 36.63, 73.4, 41.48, 41.07, 92.56, 19.4, 9.78, 14.8, 32.5, 11.42, 57.97, 14.87, 11.78, 56.0]",47.36842105,53.12,GOLGA8H,,,,,,,,,",16.09,6.94,10.14,11.9,10.87,12,17.33",",15.8,1.54,16.89,19.4,9.78,14.8,11.42,14.87,11.78",,
ENSG00000262003,17,33.15,"[32.17, 34.13]",0,0.16,"[0.2, 0.12]",100,45.67,RP11-676J12.7,,,,,,,,,,",0.2,0.12",,
ENSG00000262039,17,30.98333333,"[33.44, 32.62, 26.89]",0,0.273333333,"[0.13, 0.18, 0.51]",100,49.27,RP11-81K2.1,,,,,,,,,,",0.13,0.18,0.51",,
ENSG00000262543,6,31.43,"[32.65, 30.21]",0,0.23,"[0.16, 0.3]",100,39.1,RP3-422G23.4,,,,,,,,,,",0.16,0.3",,
ENSG00000262601,16,34.765,"[34.22, 35.31]",0,0.21,"[0.24, 0.18]",100,55.51,CTC-786C10.1,,,,,,,,,,",0.24,0.18",,
ENSG00000262664,17,32.38,"[30.94, 33.82]",0,44.025,"[11.97, 76.08]",50,58.73,OVCA2,607896,OVCA2,Ovarian cancer-associated gene 2,OVCA2,124641,ENSG00000262664,,,,",11.97",,
ENSG00000262874,19,31.945,"[32.25, 31.64]",0,21.565,"[26.32, 16.81]",50,55.69,C19orf84,,,,,,,,,,",16.81",,
ENSG00000263053,17,26.01,[26.01],0,4.18,[4.18],100,61.54,RP11-1055B8.6,,,,,,,,,,",4.18",,
ENSG00000263264,19,33.37444444,"[32.65, 34.34, 33.71, 34.39, 32.04, 33.62, 33.15, 34.3, 32.17]",0,1.745555556,"[1.41, 2.05, 1.69, 2.07, 1.96, 2.47, 2.01, 1.08, 0.97]",100,51.06,CTB-133G6.1,,,,,,,,,,",1.41,2.05,1.69,2.07,1.96,2.47,2.01,1.08,0.97",,
ENSG00000263417,18,32.42,"[33.73, 33.01, 30.52]",0,0.136666667,"[0.11, 0.16, 0.14]",100,37.17,GTSCR1,,,,,,,,,,",0.11,0.16,0.14",,
ENSG00000263588,18,35.05,[35.05],0,0.29,[0.29],100,45.74,RP11-595B24.2,,,,,,,,,,",0.29",,
ENSG00000263711,18,32.98,"[32.63, 32.07, 34.24]",0,0.106666667,"[0.07, 0.12, 0.13]",100,35.59,RP11-169F17.1,,,,,,,,,,",0.07,0.12,0.13",,
ENSG00000263812,18,32.66,"[32.66, 34.14, 31.18]",0,0.583333333,"[0.4, 1.0, 0.35]",100,45.29,LINC00908,,,,,,,,,,",0.4,1,0.35",,
ENSG00000264116,18,32.70666667,"[30.89, 33.16, 34.07]",0,21.77333333,"[0.14, 0.1, 65.08]",66.66666667,43.21,RP11-321M21.3,,,,,,,,,,",0.14,0.1",,
ENSG00000264194,17,33.65,[33.65],0,0.17,[0.17],100,53.35,AC000003.2,,,,,,,,,,",0.17",,
ENSG00000264278,18,27.09,"[26.95, 27.23]",0,0.27,"[0.39, 0.15]",100,46.24,RP11-162A12.2,,,,,,,,,,",0.39,0.15",,
ENSG00000264472,18,34.73,"[34.36, 35.1]",0,0.085,"[0.09, 0.08]",100,35.68,RP11-861L17.3,,,,,,,,,,",0.09,0.08",,
ENSG00000265118,17,33.46,"[32.42, 34.5]",0,38.82,"[0.71, 76.93]",50,36.29,CTD-2370N5.3,,,,,,,,,,",0.71",,
ENSG00000265352,18,33.86,[33.86],0,0.07,[0.07],100,34.84,RP11-723G8.2,,,,,,,,,,",0.07",,
ENSG00000266086,17,33.29,"[31.49, 34.22, 34.16]",0,0.883333333,"[0.12, 0.14, 2.39]",100,38.74,RP11-159D12.5,,,,,,,,,,",0.12,0.14,2.39",,
ENSG00000266208,17,31.05,"[33.75, 28.35]",0,19.01,"[15.51, 22.51]",50,63.04,CTD-2267D19.3,,,,,,,,,,",15.51",,
ENSG00000266258,18,32.785,"[33.07, 32.5]",0,0.15,"[0.14, 0.16]",100,39.71,RP11-41O4.1,,,,,,,,,,",0.14,0.16",,
ENSG00000266614,18,29.82,"[33.4, 26.24]",0,0.16,"[0.14, 0.18]",100,50.05,RP11-94B19.4,,,,,,,,,,",0.14,0.18",,
ENSG00000266958,19,32.465,"[32.2, 32.73]",0,0.425,"[0.61, 0.24]",100,49.14,AC006126.3,,,,,,,,,,",0.61,0.24",,
ENSG00000266996,18,14.61,[14.61],100,15.4,[15.4],100,64.78,TCEB3CL2,,,,,,,,,",14.61",",15.4",,
ENSG00000267106,19,31.56333333,"[31.29, 31.05, 32.35]",0,12.96666667,"[7.83, 11.29, 19.78]",100,44.57,C19orf82,,,,,,,,,,",7.83,11.29,19.78",,
ENSG00000267114,19,31.88,"[32.93, 31.16, 31.55]",0,0.2,"[0.21, 0.25, 0.14]",100,51.14,CTB-129P6.11,,,,,,,,,,",0.21,0.25,0.14",,
ENSG00000267127,18,35.255,"[35.5, 35.01]",0,24.305,"[48.5, 0.11]",50,45.49,RP11-795F19.5,,,,,,,,,,",0.11",,
ENSG00000267140,18,32.27,"[30.19, 32.69, 33.93]",0,11.76,"[0.16, 0.22, 34.9]",66.66666667,42.66,RP11-322E11.6,,,,,,,,,,",0.16,0.22",,
ENSG00000267216,19,33.7,[33.7],0,14.07,[14.07],100,47.15,AC010642.1,,,,,,,,,,",14.07",,
ENSG00000267260,19,33.325,"[34.37, 32.28]",0,1.845,"[1.39, 2.3]",100,45.82,CTD-2162K18.4,,,,,,,,,,",1.39,2.3",,
ENSG00000267270,18,33.08666667,"[32.71, 32.91, 33.64]",0,4.963333333,"[3.74, 4.71, 6.44]",100,48.33,AC139100.2,,,,,,,,,,",3.74,4.71,6.44",,
ENSG00000267314,19,33.635,"[32.96, 34.31]",0,25.84,"[6.98, 44.7]",50,53.81,AC104532.2,,,,,,,,,,",6.98",,
ENSG00000267335,19,11.255,"[13.82, 8.69]",100,13.85,"[17.73, 9.97]",100,56.91,CTB-60B18.6,,,,,,,,,",13.82,8.69",",17.73,9.97",,
ENSG00000267368,7,18.675,"[9.44, 28.22, 60.94, 6.66, 4.81, 1.98]",66.66666667,12.45833333,"[3.24, 10.46, 57.53, 1.93, 1.43, 0.16]",83.33333333,57.17,UPK3BL,,,,,,,,,",9.44,6.66,4.81,1.98",",3.24,10.46,1.93,1.43,0.16",,
ENSG00000267645,7,7.15,"[3.57, 1.87, 8.26, 14.9]",100,12.86,"[0.91, 1.66, 24.07, 24.8]",50,51.83,POLR2J2,609881,"POLR2J2, RPB11",RNA polymerase II polypeptide J-related gene,POLR2J2,246721,ENSG00000267645,,,",3.57,1.87,8.26,14.9",",0.91,1.66",,
ENSG00000267710,19,33.57714286,"[35.59, 33.63, 34.68, 34.12, 33.67, 31.63, 31.72]",0,0.265714286,"[0.24, 0.13, 0.17, 0.34, 0.2, 0.41, 0.37]",100,45.68,AC006116.20,,,,,,,,,,",0.24,0.13,0.17,0.34,0.2,0.41,0.37",,
ENSG00000267757,19,33.685,"[33.81, 33.56]",0,12.37,"[10.02, 14.72]",100,61.4,C19orf83,,,,,,,,,,",10.02,14.72",,
ENSG00000267772,17,33.28333333,"[33.07, 32.66, 34.12]",0,3.896666667,"[11.4, 0.14, 0.15]",100,44.46,RP11-15E18.4,,,,,,,,,,",11.4,0.14,0.15",,
ENSG00000267802,14,34.55,[34.55],0,0.76,[0.76],100,27.78,AL358333.1,,,,,,,,,,",0.76",,
ENSG00000267812,21,25.48,[25.48],0,0.49,[0.49],100,48.53,FKSG68,,,,,,,,,,",0.49",,
ENSG00000267819,12,43.73,[43.73],0,0.44,[0.44],100,58.32,AC092850.1,,,,,,,,,,",0.44",,
ENSG00000267824,16,32.47,[32.47],0,0.12,[0.12],100,41.73,AC137056.1,,,,,,,,,,",0.12",,
ENSG00000267845,9,34.6,[34.6],0,0.63,[0.63],100,63.77,DKFZP434A062,,,,,,,,,,",0.63",,
ENSG00000267848,20,33.77,[33.77],0,2.02,[2.02],100,57.26,AL118506.1,,,,,,,,,,",2.02",,
ENSG00000267849,6,33.69,[33.69],0,0.09,[0.09],100,35.34,AL133262.1,,,,,,,,,,",0.09",,
ENSG00000267857,21,30.425,"[32.45, 33.6, 20.6, 35.05]",0,0.135,"[0.23, 0.1, 0.06, 0.15]",100,45.31,PRED58,,,,,,,,,,",0.23,0.1,0.06,0.15",,
ENSG00000267880,19,33.585,"[33.52, 33.65]",0,25.445,"[0.68, 50.21]",50,57.26,AC037199.1,,,,,,,,,,",0.68",,
ENSG00000267883,21,32.9425,"[32.75, 33.51, 34.32, 31.19]",0,0.2275,"[0.2, 0.17, 0.36, 0.18]",100,52.31,PRED60,,,,,,,,,,",0.2,0.17,0.36,0.18",,
ENSG00000267884,1,33.72,[33.72],0,2.09,[2.09],100,45.59,AL626787.1,,,,,,,,,,",2.09",,
ENSG00000267885,1,19.43,[19.43],100,0.87,[0.87],100,50.93,FKSG48,,,,,,,,,",19.43",",0.87",,
ENSG00000267893,17,33.67,[33.67],0,0.15,[0.15],100,41.75,AC007461.1,,,,,,,,,,",0.15",,
ENSG00000267901,14,32.88,[32.88],0,0.18,[0.18],100,45.37,AC004817.1,,,,,,,,,,",0.18",,
ENSG00000267906,7,8.97,[8.97],100,0.1,[0.1],100,48.29,AC073333.1,,,,,,,,,",8.97",",0.1",,
ENSG00000267908,19,32.496,"[32.36, 29.07, 33.2, 34.14, 33.71]",0,21.658,"[0.69, 41.28, 18.13, 17.32, 30.87]",60,47.95,ZSCAN5D,,,,,,,,,,",0.69,18.13,17.32",,
ENSG00000267909,14,31.04,[31.04],0,0.22,[0.22],100,72.83,CCDC177,,,,,,,,,,",0.22",,
ENSG00000267913,21,31.41666667,"[29.85, 30.92, 33.48]",0,0.24,"[0.12, 0.33, 0.27]",100,56.9,AP001055.1,,,,,,,,,,",0.12,0.33,0.27",,
ENSG00000267918,14,30.285,"[27.76, 32.81]",0,0.775,"[0.86, 0.69]",100,49.15,AL117190.2,,,,,,,,,,",0.86,0.69",,
ENSG00000267937,21,33.76,[33.76],0,0.12,[0.12],100,40.6,AP001421.1,,,,,,,,,,",0.12",,
ENSG00000267941,7,31.81,[31.81],0,3.73,[3.73],100,51.16,AC008267.1,,,,,,,,,,",3.73",,
ENSG00000267942,12,31.39,"[31.74, 29.87, 32.56]",0,0.236666667,"[0.34, 0.22, 0.15]",100,39.78,AC090673.2,,,,,,,,,,",0.34,0.22,0.15",,
ENSG00000267950,11,32.76,[32.76],0,0.62,[0.62],100,64.44,AC136297.1,,,,,,,,,,",0.62",,
ENSG00000267958,2,34.69,[34.69],0,2.83,[2.83],100,28.83,CATX-2,,,,,,,,,,",2.83",,
ENSG00000267963,2,34.095,"[34.79, 33.4]",0,0.605,"[0.09, 1.12]",100,40.33,AC013469.1,,,,,,,,,,",0.09,1.12",,
ENSG00000267964,10,33.02,[33.02],0,13.21,[13.21],100,70.72,AC022400.2,,,,,,,,,,",13.21",,
ENSG00000267970,7,30.05,[30.05],0,17.57,[17.57],100,42.05,AC004899.1,,,,,,,,,,",17.57",,
ENSG00000267979,3,33.55,[33.55],0,0.16,[0.16],100,46.99,AC092964.2,,,,,,,,,,",0.16",,
ENSG00000267981,11,29.738,"[27.27, 20.93, 32.09, 34.11, 34.29]",0,0.198,"[0.19, 0.13, 0.28, 0.13, 0.26]",100,50.42,AP003041.2,,,,,,,,,,",0.19,0.13,0.28,0.13,0.26",,
ENSG00000267985,7,8.096666667,"[15.18, 5.5, 3.61]",100,0.05,"[0.13, 0.02, 0.0]",100,51.33,AC005488.1,,,,,,,,,",15.18,5.5,3.61",",0.13,0.02,0",,
ENSG00000267988,7,33.61,"[33.58, 33.64]",0,0.86,"[0.16, 1.56]",100,55.68,AC096582.1,,,,,,,,,,",0.16,1.56",,
ENSG00000268000,19,32.06,[32.06],0,3.78,[3.78],100,64.27,hsa-mir-150,,,,,,,,,,",3.78",,
ENSG00000268012,5,33.56,[33.56],0,0.13,[0.13],100,46.97,AC016559.1,,,,,,,,,,",0.13",,
ENSG00000268024,17,32.785,"[34.15, 31.42]",0,8.245,"[0.54, 15.95]",100,51.35,AC005549.3,,,,,,,,,,",0.54,15.95",,
ENSG00000268028,12,33.96,[33.96],0,0.09,[0.09],100,35.46,AC025262.1,,,,,,,,,,",0.09",,
ENSG00000268040,21,33.2,"[33.25, 28.44, 36.41, 34.7]",0,6.2725,"[0.23, 23.97, 0.39, 0.5]",75,58.93,PRED62,,,,,,,,,,",0.23,0.39,0.5",,
ENSG00000268046,18,30.54666667,"[31.31, 29.28, 31.05]",0,0.26,"[0.27, 0.34, 0.17]",100,47.67,AP001094.1,,,,,,,,,,",0.27,0.34,0.17",,
ENSG00000268076,12,31.78333333,"[31.12, 31.87, 32.36]",0,0.16,"[0.27, 0.13, 0.08]",100,37.36,AC087239.1,,,,,,,,,,",0.27,0.13,0.08",,
ENSG00000268080,8,31.79,"[32.52, 31.06]",0,3.145,"[3.14, 3.15]",100,61.11,AC016885.1,,,,,,,,,,",3.14,3.15",,
ENSG00000268085,8,32.66,"[31.52, 33.8]",0,0.16,"[0.14, 0.18]",100,48.22,AC051642.1,,,,,,,,,,",0.14,0.18",,
ENSG00000268091,12,27.49,"[29.06, 25.92]",0,4.18,"[4.21, 4.15]",100,56.83,AC078925.1,,,,,,,,,,",4.21,4.15",,
ENSG00000268098,21,33.265,"[33.02, 33.51]",0,20.225,"[0.15, 40.3]",50,47.24,AP000688.1,,,,,,,,,,",0.15",,
ENSG00000268111,20,26.55,"[23.57, 29.53]",0,0.375,"[0.42, 0.33]",100,47.21,AL031663.1,,,,,,,,,,",0.42,0.33",,
ENSG00000268126,5,32.775,"[31.46, 34.09]",0,0.095,"[0.1, 0.09]",100,42.7,AC091948.1,,,,,,,,,,",0.1,0.09",,
ENSG00000268130,13,32.83666667,"[28.67, 33.79, 36.05]",0,0.276666667,"[0.45, 0.15, 0.23]",100,42.26,AL137002.1,,,,,,,,,,",0.45,0.15,0.23",,
ENSG00000268141,1,31.415,"[29.58, 33.25]",0,0.23,"[0.28, 0.18]",100,42.74,AL606500.1,,,,,,,,,,",0.28,0.18",,
ENSG00000268146,1,34.68,[34.68],0,3.26,[3.26],100,43.58,AL590483.1,,,,,,,,,,",3.26",,
ENSG00000268154,1,24.315,"[24.97, 23.66]",0,0.165,"[0.09, 0.24]",100,47.06,AL591806.1,,,,,,,,,,",0.09,0.24",,
ENSG00000268155,9,32.53666667,"[29.31, 34.66, 33.64]",0,1.013333333,"[0.3, 2.43, 0.31]",100,34.29,AL161450.1,,,,,,,,,,",0.3,2.43,0.31",,
ENSG00000268156,14,28.26,[28.26],0,0.7,[0.7],100,49.6,FKSG61,,,,,,,,,,",0.7",,
ENSG00000268162,12,33.47,[33.47],0,0.24,[0.24],100,53.81,HBCBP,,,,,,,,,,",0.24",,
ENSG00000268171,4,28.91,[28.91],0,0.11,[0.11],100,36.44,AC068620.1,,,,,,,,,,",0.11",,
ENSG00000268172,1,80.75,[80.75],0,0.43,[0.43],100,36.8,AL590452.1,,,,,,,,,,",0.43",,
ENSG00000268175,3,30.68,[30.68],0,0.2,[0.2],100,47.41,AC117395.1,,,,,,,,,,",0.2",,
ENSG00000268181,7,0,[0.0],100,0,[0.0],100,72.04,AC073188.1,,,,,,,,,",0",",0",,
ENSG00000268192,11,35.34,"[34.65, 36.03]",0,33.615,"[63.74, 3.49]",50,56.3,AP002956.1,,,,,,,,,,",3.49",,
ENSG00000268206,17,25.99,"[26.2, 25.78]",0,0.24,"[0.16, 0.32]",100,39.38,AC061975.10,,,,,,,,,,",0.16,0.32",,
ENSG00000268208,14,34.755,"[35.34, 34.17]",0,2.665,"[4.91, 0.42]",100,44.58,AC008372.1,,,,,,,,,,",4.91,0.42",,
ENSG00000268211,9,28.92,[28.92],0,0.34,[0.34],100,49.89,AL359091.2,,,,,,,,,,",0.34",,
ENSG00000268217,5,34.04,"[34.56, 33.52]",0,0.165,"[0.25, 0.08]",100,39.69,AC008387.1,,,,,,,,,,",0.25,0.08",,
ENSG00000268218,16,9.94,[9.94],100,12.69,[12.69],100,53.82,AC137932.1,,,,,,,,,",9.94",",12.69",,
ENSG00000268242,11,33.37,[33.37],0,0.15,[0.15],100,50.51,AC131935.1,,,,,,,,,,",0.15",,
ENSG00000268265,21,32.215,"[30.91, 33.52]",0,1.145,"[0.41, 1.88]",100,57.67,AP000304.1,,,,,,,,,,",0.41,1.88",,
ENSG00000268275,6,33.395,"[34.89, 31.9]",0,41.38,"[71.49, 11.27]",50,57.32,AL035588.1,,,,,,,,,,",11.27",,
ENSG00000268280,5,23.27,"[22.9, 23.64]",0,0.35,"[0.32, 0.38]",100,42.16,AC008914.1,,,,,,,,,,",0.32,0.38",,
ENSG00000268301,12,15.77,[15.77],100,0.4,[0.4],100,30.16,AC018630.1,,,,,,,,,",15.77",",0.4",,
ENSG00000268302,20,34.96,[34.96],0,0.97,[0.97],100,61.04,AL035252.1,,,,,,,,,,",0.97",,
ENSG00000268310,17,34.0725,"[34.84, 35.54, 34.31, 35.51, 33.84, 32.16, 31.83, 34.55]",0,22.1275,"[26.05, 45.63, 70.87, 28.99, 3.41, 1.43, 0.36, 0.28]",50,48.87,AC087645.1,,,,,,,,,,",3.41,1.43,0.36,0.28",,
ENSG00000268313,1,33.41,[33.41],0,0.72,[0.72],100,38.68,AC119673.1,,,,,,,,,,",0.72",,
ENSG00000268317,16,33.285,"[34.28, 32.29]",0,0.52,"[0.21, 0.83]",100,47.8,AC026461.1,,,,,,,,,,",0.21,0.83",,
ENSG00000268324,3,34.07,[34.07],0,0.16,[0.16],100,45.4,LUZPP1,,,,,,,,,,",0.16",,
ENSG00000268327,15,29.82,[29.82],0,0.26,[0.26],100,55.13,C15ORF31,,,,,,,,,,",0.26",,
ENSG00000268328,2,30.825,"[31.48, 30.17]",0,3.76,"[4.18, 3.34]",100,52.5,AC019206.1,,,,,,,,,,",4.18,3.34",,
ENSG00000268332,1,33.72,"[33.59, 33.85]",0,32.575,"[64.02, 1.13]",50,59.87,AL035406.1,,,,,,,,,,",1.13",,
ENSG00000268341,19,31.72,[31.72],0,0.19,[0.19],100,44.1,L47234.1,,,,,,,,,,",0.19",,
ENSG00000268343,15,29.9,[29.9],0,0.18,[0.18],100,66.96,AC012414.1,,,,,,,,,,",0.18",,
ENSG00000268344,13,32.44,[32.44],0,0.19,[0.19],100,44.19,AL138815.2,,,,,,,,,,",0.19",,
ENSG00000268351,11,35.24,[35.24],0,0.46,[0.46],100,47.96,AP001888.1,,,,,,,,,,",0.46",,
ENSG00000268365,1,33.935,"[33.51, 34.36]",0,3.3,"[0.11, 6.49]",100,39.31,AL646016.1,,,,,,,,,,",0.11,6.49",,
ENSG00000268367,12,33.32,[33.32],0,0.29,[0.29],100,47.79,AC126614.1,,,,,,,,,,",0.29",,
ENSG00000268387,1,30.8,"[27.1, 34.5]",0,38.84,"[1.18, 76.5]",50,47.82,AL590714.1,,,,,,,,,,",1.18",,
ENSG00000268396,2,33.545,"[33.84, 33.25]",0,0.26,"[0.25, 0.27]",100,60,AC012485.1,,,,,,,,,,",0.25,0.27",,
ENSG00000268397,5,34.88,[34.88],0,0.1,[0.1],100,37.6,AC008443.1,,,,,,,,,,",0.1",,
ENSG00000268402,6,32.89333333,"[33.28, 32.5, 32.9]",0,2.77,"[8.03, 0.12, 0.16]",100,38.7,AL031320.1,,,,,,,,,,",8.03,0.12,0.16",,
ENSG00000268403,11,32.75,[32.75],0,0.15,[0.15],100,60.23,AC132192.1,,,,,,,,,,",0.15",,
ENSG00000268413,17,33.07,"[32.72, 33.42]",0,37.35,"[74.53, 0.17]",50,54.81,AC003043.1,,,,,,,,,,",0.17",,
ENSG00000268421,10,30.66,[30.66],0,0.13,[0.13],100,50,AL355531.2,,,,,,,,,,",0.13",,
ENSG00000268423,19,32.6375,"[33.35, 32.76, 33.59, 30.85]",0,0.1675,"[0.17, 0.16, 0.11, 0.23]",100,43.53,AC011551.3,,,,,,,,,,",0.17,0.16,0.11,0.23",,
ENSG00000268424,5,31.9,[31.9],0,0.67,[0.67],100,32.7,AC008948.1,,,,,,,,,,",0.67",,
ENSG00000268457,20,33.57,"[33.33, 33.81]",0,1.37,"[0.67, 2.07]",100,49.25,AL160175.1,,,,,,,,,,",0.67,2.07",,
ENSG00000268466,14,34.36,[34.36],0,0.12,[0.12],100,34.98,AL132989.1,,,,,,,,,,",0.12",,
ENSG00000268470,17,32.97,[32.97],0,16.78,[16.78],100,57.17,DNAH17-AS1,,,,,,,,,,",16.78",,
ENSG00000268472,11,36.7,[36.7],0,3.45,[3.45],100,42.39,AP002884.2,,,,,,,,,,",3.45",,
ENSG00000268482,9,33.18,[33.18],0,0.13,[0.13],100,39.61,AL160274.1,,,,,,,,,,",0.13",,
ENSG00000268484,15,33.94,[33.94],0,0.26,[0.26],100,64.01,AC087477.1,,,,,,,,,,",0.26",,
ENSG00000268485,2,34.79,[34.79],0,0.6,[0.6],100,58.22,AC104841.2,,,,,,,,,,",0.6",,
ENSG00000268488,15,26.285,"[31.45, 21.12]",0,0.195,"[0.23, 0.16]",100,48.17,AC018512.1,,,,,,,,,,",0.23,0.16",,
ENSG00000268503,17,33.75,[33.75],0,11.86,[11.86],100,49.39,AC007421.1,,,,,,,,,,",11.86",,
ENSG00000268509,3,29.97,[29.97],0,18.27,[18.27],100,73.28,AC026202.1,,,,,,,,,,",18.27",,
ENSG00000268519,12,33.23333333,"[33.33, 33.35, 33.02]",0,0.083333333,"[0.1, 0.06, 0.09]",100,33.49,AC073528.1,,,,,,,,,,",0.1,0.06,0.09",,
ENSG00000268531,15,17.69,[17.69],100,0.12,[0.12],100,67.25,DKFZP547L112,,,,,,,,,",17.69",",0.12",,
ENSG00000268533,19,31.37666667,"[33.81, 25.19, 35.13]",0,13.88666667,"[41.08, 0.22, 0.36]",66.66666667,45,AC004076.7,,,,,,,,,,",0.22,0.36",,
ENSG00000268537,3,34.29,"[33.69, 34.89]",0,0.715,"[0.29, 1.14]",100,46.3,AC109583.1,,,,,,,,,,",0.29,1.14",,
ENSG00000268538,22,33.22,[33.22],0,0.21,[0.21],100,46.9,KIAA1658,,,,,,,,,,",0.21",,
ENSG00000268550,19,33.1775,"[33.2, 31.84, 32.93, 34.74]",0,1.67,"[2.22, 2.26, 1.83, 0.37]",100,48.27,AC090427.1,,,,,,,,,,",2.22,2.26,1.83,0.37",,
ENSG00000268552,1,33.54,[33.54],0,5.18,[5.18],100,43.27,AL109927.1,,,,,,,,,,",5.18",,
ENSG00000268553,5,32.51,[32.51],0,0.17,[0.17],100,47.92,AC027309.1,,,,,,,,,,",0.17",,
ENSG00000268556,2,28.21,"[23.93, 32.49]",0,1.285,"[2.24, 0.33]",100,51.49,AC012360.1,,,,,,,,,,",2.24,0.33",,
ENSG00000268578,9,19.23,[19.23],100,0.11,[0.11],100,65.56,AL354718.1,,,,,,,,,",19.23",",0.11",,
ENSG00000268602,11,33.675,"[35.29, 32.06]",0,0.12,"[0.18, 0.06]",100,40.61,AP002353.1,,,,,,,,,,",0.18,0.06",,
ENSG00000268626,17,34.015,"[34.58, 33.45]",0,54.705,"[93.79, 15.62]",50,57.69,AC103809.2,,,,,,,,,,",15.62",,
ENSG00000268628,20,34.51,[34.51],0,0.22,[0.22],100,61.2,AL121761.2,,,,,,,,,,",0.22",,
